Review Text,Review,Recommends
Sub-per sitting arrangement due for Ramadan can be accepted but for ifter rush food quality will be bad is not at all accepted ... 199 TK platter they charged 200 .. 1TK doesn't matter what matters is you people didn't keep your word .. 1-Fried rice was below average . 2-Chicken was tasteless... 3-Got only 2 piece beef and rest was capsicum at the so called beef masala. 4-Vegetable was average.. And juice was blunt tasteless ... Utterly disappointed,1.0,
Kub nais lagcha æpPy 👌 ❤ Kub balo legechaaa 😌,5.0,
Ifter platter ta best chilo take a bite ar. I like this place,5.0,
"simple but well structured. I love this place, people & food. Nazmul vai, such a good heart human being. best wishes for ""Take a bite"" �",5.0,
In the beginning home service was A class. No delivery charge as my home is near by and amount of food was adequate so was the quality. I have been ordering for quite some time now. Recently they have been serving less quantity and they dont even care about making salad and guess what after complaining over phone they started making more mess. Now the quantity is twice lesser than before and time of delivery has gone up twice too! You were so good before!,2.0,
Had the fried rice offer few days back and they were so good! rice was plenty with well seasoned wings( Though it wasn't spicy enough for naga wings). But the main issue was the sitting arrangement. It was better before! This arrangement is suitable for families or other programs but not for individual!,4.0,
The food was amazing and the price was low .The atmosphere was friendly,5.0,
"Hats off Take A Bite. 1 Chicken Burger, a decent amount of French fry and a bottle of coke. Only 120 bdt. I would not say this is the best burger I ever had but it was good. When I order, I thought burger would be a small one, but I was wrong. This much food on that price range is really commendable. Just one little advice if you want to take. Please try to serve all the food at a time. Otherwise, we customers get confused. ""Where is my French fry? Where is my coke?"" :p Anyway, best of luck guys. Will be there again.",4.0,
Love the taste of you foods ^_^ such a great food with a cheap rate...,5.0,
400 tk te 2 jon er hulusthul dinner...2 ta 5 no package r 1 ta 4 no. noodles ta josh.,5.0,
"Everything is ok....price,place and specially the food all are standard....",5.0,
"ঢাকা শহরের বিভিন্ন স্থানে বিভিন্ন রেস্টুরেন্টে অভিজ্ঞতা নেয়ার সুযোগ পেয়েছি, তবে সীমিত আয়ের ছাত্র সমাজকে নিয়ে Take A Bite এর মতন এভাবে কোনোদিন কাউকে মাথা ঘামাতে দেখিনি। সাধ্যের মধ্যে সম্ভব, সর্বোচ্চ মানের খাবার-আমি এখানেই সর্বনিম্ন দামে পেয়েছি। তবে, কখনও কখনও দেখা যায়, কর্ণধার উপস্থিত না থাকলে সেবাদানকারী ব্যক্তিদের তেমন কর্মনিষ্ঠা থাকেনা। হয়তো মনের ভুলে খেয়াল করেন না কিংবা খাবার পরিবেশনে বা, প্রয়োজনীয় সহায়তা প্রদানে অনিচ্ছাকৃত দেরী হয়ে যায়; এগুলোকে আমি ক্ষুদ্র ভুল বলে মনে করি, আশা করি, এ ব্যাপারে কর্তৃপক্ষের সাথে সাথে সদস্যবৃন্দ নিজেরাও সজাগ হবেন। তবে, সকল দিক বিবেচনা করে এই প্রতিষ্ঠানের কর্ণধার ও সদস্যদের জন্যে আন্তরিক অভিনন্দন রইল। পরিশেষে Take A Bite এর উত্তরোত্তর সাফল্য কামনা করছি। HAPPY BITING :D",4.0,
cheap rate....food quality gd...best in bd..:-D :-D,5.0,
ja khailam akkothai osadharon. environment is comfortable for all,5.0,
moja moja onek mojar khabar??? I love this place.,5.0,
Khub bhalo khabar reasonable price a. Khub bhalo poribesh....,5.0,
thai soup ar smell ta jst owsm..onkdin por original thai soup ar teste ta pelan.just yummmm �,5.0,
So much yummy food with reasonable price. Specially its designed for food lover like me �,5.0,
The food and owner both are good..:) Looking forward to go more..:),5.0,
khabar taste valoi chilo.ei niye 3rd time gelam.khabar ta ektu thanda and salty chilo. behave good.last time ekta sundor girl chilo with smiling face ja entry time e dekha jeto.khabar ta table e aste ektu late hoyche. overall good.enough quantity.,4.0,
I like take a bite because great amount of tasty food at a cheap price.behavior was very good.just improve your decoration.you will get more foodies .,5.0,
5★ For The sweet Girl.first time I thought she is waiter..I asked her why she doing this Types of job..She said!! Then I knew she is in management.. food taste was not ok today.,5.0,
Khabar quality ajke onk kharap chilo.rekdin valo silo.ekta bepar onk mojar laglo.waiter ra dariye phn use korchilo r female manager ese khabar survives dicchilo.meyr bebohar ta onk misuk. dekhteo petty.. ajke sob kichu theke onakei beshi valo laglo..r others stuff ra ro onnodin o onk lezy silo 4 5 bar dakle thn ase!!,4.0,
Yummy taste food is here!! I'm satisfied with their food and their behave... They can satisfied all the customers!! You can try there!! Everybody are cordially invited there.,5.0,
Delicious food with free wifi. Total fun.,5.0,
"Its was an awesm food. Everyone Can Test this without any Thinking... Good Food, Good Pricing...",5.0,
Awesome food..offer ta valo chilo 99tk te..rice ta perfectly cooked,5.0,
"After calling several times there wasn't any response from the waiter nd others.Offer is ongoing so they shouldn't give value to the customers,seemed like that :)",5.0,
rice is okkh!! crispy is 100/20.. salad yeaak!! survc is toooo slow!! behave wow!! ohh pepsi was good!!,5.0,
This place is really nice to hangout & maximum food items are simply delicious...I just luv it...,4.0,
Poor service,2.0,
good food at affordable and reasonable price the set menus are too good,5.0,
"They took 50 minutes to serve. They were repeatedly saying ""10 more minutes"". The man who took the order was very rude and I had to call him four or five time to come over. The food was not good as hyped.",1.0,
"Best place for hangout , just love the place......",5.0,
Great place to eat and drink.nice seat arrangements and the staffs are well mannered,5.0,
আমার দেখা সব থেকে ভালো রেস্টুরেন্টের মধ্যে একটি।,5.0,
They served cold food..Taste was ok..environment was not so pleasant..,3.0,
take a bite is our addakhana. I like take a bite...,5.0,
"Food was tasty,overall organization is too good,nearly people should try it.",4.0,
I loved the set menu at tk100. Food was so yummmm :). Interior should be improved. :),5.0,
"it has the worst service... ami minimum 4-5 ta order korsi... ja e boli bole hobena... offer er kotha nijerai bollo, order er por bole ekhn hobena... mountain dew order korsi, tao nai... na e jokhon kisu restaurant kar ki chirte khule rakhen??? r kono bostiteo to mone hoyna khabar er tym e ghor jharu dey!",1.0,
Rice and vegetable is good..but chicken is also good. Anyway it's a great food indeed. Loved it.,5.0,
Set menu 101 is best. There behaviour also good...,5.0,
"NICE PLACE,NICE FOOD,NICE ENVIRONMENT,NICE BEHAVIOR.... অনেকদিন পর ভাল একটা জায়গায় খেলাম",5.0,
Takes 55 minutes after reviving order and failed to give the food. When I cancel it - instead of apologizing they behave as if nothing happened. Low grade food quality and bad interior. #boycott #RIP_TAKE_A_BITE ********************* *********** *****,1.0,
Gr8 food in reasonable price MashaAllah amazing taste,5.0,
nothing to say about there food.price was responsible but food was not up to the make.I'm totally disappointed. by the way picture tulta vula gasi.,1.0,
Reasonable prices with good behaviour.. I loved it...,5.0,
"everything was excellent including their service, food quality, behavior :)",5.0,
Unlimited burger is ridiculous Taste is yeaaaaak Such a waste of money,1.0,
GREAT PLACE for hanging around with friends!,4.0,
Owner is an asshole. His behavior is very bad. Never going there.,1.0,
Everyone should avoid this restaurant. The owner of this restaurant doesn't know how to behave with girls. He and his wife behaved very badly with honorable Sarika Ona Apu. He is a damn luiccha. গেলাম না তোগো রেস্টুরেন্টে। মেয়েদের গালি দিতে লজ্জা করে না তোদের?,1.0,
"Reasonable price, good food quality, good behaviour make it perfect.",5.0,
"Thai soup ta osthir akhanker, Ami akhane Thai soup ta kete asi.",5.0,
Set menu 101 ta try kore dekhben sobai. Reasonable price a best food,5.0,
Jodio Ami bahire khai Na . Tader khabar amar mone hoise basai wanna kora khabar chassis.,5.0,
ajke akta notun experience holo take a bite a ase. tara jothesto omaik and food is really nice.,5.0,
"""you can't satisfy all the people with your cooking, but with good behavior you can satisfy all of them"" - I think you guys strongly maintain this. it was a great experience to visit there. quality food at a very reasonable price. service system is very disciplined and they care each & every customer in a good manner. if you wants to hangout with your friends, this should be your first choice.",5.0,
"bakwaas food behaviour of the owner is very bad, disaster.",1.0,
Take a bite ekta baal Telapoka paisilm set menu te but post kori nai,1.0,
"Best restaurant in town, they impress me all the time.",5.0,
worst ifftar ever..!! *special juice (3/10) *beef curry (4/10) *others items (5/10) total loss of money,2.0,
"Good food, Well place for eating Quality maintained",5.0,
Wow.we will come,5.0,
"Breakfast.... Ta joss,Ami daily akhane nasta khai.",5.0,
One of my favourite place. I love there good and environment.,5.0,
Really a nice place to hangout and eat good food in reasonable price. :) really liked the place and the behavior of the people of take a bite is outstanding.,5.0,
"পরিবেশ সুন্দর। তাদের ব্যবহার অনেক বেশী ভালো। তবে Take Away তে যে পলথিনে সবজি এবং সালাদ দেয়া হয়, সেটা অনেক অস্বাস্থ্যকর। এটা পরিবর্তন করা উচিত। খাবার এর স্বাদ ও ভালো ছিল।",4.0,
nice food with reasonable price. thanks to take a bite for lovely food.,5.0,
Boishakhi offer a ashlam purai poisha ushul. Great food,5.0,
I love their Hospitality. Also loved their food. Its very teasty and price is quite reasonable.,5.0,
It was a good experience... Environment & behaviour was good...,5.0,
Reasonable Price with good behavior... A must go place for foodies :D,4.0,
Time changes everything.It was one of my fvrt restaurant but now there service is horrible....,2.0,
"reasonable price :) , well behaviour, good service, food quantity great :D ! outstanding environment :D",5.0,
osthir khabar ar mela take a bite... thanks all the member of take a bite.,5.0,
nice food with reasonable price i just like it......,5.0,
Food is very tasty and delicious. Atmosphere is 10 0n 10,5.0,
"just awsome, excellent environment with nice sound system.",5.0,
set menu 101 ta khub tasty and reasonable price. jader somoy hoy akber holeo oikhaner set menu ta try korben,5.0,
"take a bite ar pizza osthir taste, banasree te ar cheye bhalo pizza ar kothao pawa jai na...",5.0,
Breakfast is so good..nan roti ta osthir.just hang out there guys,5.0,
Its our addakhana... the owner of this is so good....,5.0,
Take a bite sandwich is amazing..............too good.,5.0,
Pizza tastes g8 :),5.0,
"i like take a bite food, specially there service and behavior...",5.0,
my child mahadi likes take a bites burgar and lassi..,5.0,
Best Food in town with affordable price and good place for hangout with freinds :),5.0,
Great food at a cheap price.......... (y) serving was also outstanding :) !!,5.0,
decent meals at good price :-),5.0,
Very good good quality & sound environment... Is nice,5.0,
"All foods r yummy, tasty and healthy, specially Noodles item with cheap rates. just love it.",5.0,
Excellent food quality & a good place to hang out with friends. :),5.0,
akhanker Noodles Ta osthir....,5.0,
TAKE A BITE an awesome mini chinese & party center. Food quality & environment is good. So just try it............,5.0,
(y) (y) (y) (y) just awesome........................................................................................................................ :),5.0,
just awasome food. its very good for mini party...,5.0,
Food and environment both r good .......bt have to b best.....,5.0,
excellent food & awesome place. well decorated & service is also good,5.0,
awosome food with nice environmenet inreasonable price. i love take a bite.,5.0,
Nice & tasty snacks and food ;),5.0,
See very tasty and delicious.just yummy guys.try it,5.0,
Thai Soup ta Boss!! r Sandwich ta osthir taste..:),5.0,
want to know the secret recipe of pizza.. :)) (y),5.0,
Very delicious one. You may try the burger bee of 100 tk,,True
hungry chilam...yummy taste.....enjoy time,,True
Place ta thik ache kharap na bt service ekdom e baje. Waiter ekjon matro. Set menu Order dewar half hour por bole nei onnota order korte hobe. Ki ajib agei to bola jeto. R customer dhukar sathe sathe ac on kore thn ektu por off kore dey. Khabar to Ekdom valo lageni. Tasteless.,1.0,
yes to all i like and i miss,,True
"Today I tested their cheese delight burger. It was just awesome & quantity was good, more than one person can eat. Their behavior was also impressive.",5.0,
The foods & the behavior was too good . Really impressed .,5.0,
Cheesy French Fry is soo yammy� Mouth watering� 10/10,5.0,
The food is awesome���. Chicken burger with cheese it's too good I love it �� 9/10 and French fries with cheese it's really really awesome ����10/10. Thank you so much Cheese Bite for ur food.,5.0,
Different food & marvellous behaviour.....,5.0,
"Love the burgers,French fries,BBQ wings... They provide spice level in every items that's awesome for a spice lover.... Keep it same AL the time guys.....",5.0,
Pasta is very tasty :D,5.0,
"যদি আপনি, খাবার এর মজা নিতে চান This is the best place for you😌",,True
Their burger bee of 100 tk is fabulous. You must try it because you'll never believe it is of 100 tk,5.0,
yuuuummmmmmmmmmmmmmmmmmmmm,,True
Good food,5.0,
Great burgers,4.0,
Loved it. They served the food quickly. Would love to go again.,5.0,
"For me, it provides one of the best pastas in the town for sure... �",5.0,
"I like this. Their behavior ,their food quantity was so good",5.0,
it was good experience with cheese burger at cheese bite,4.0,
The worst pasta i hv ever had..waste of money and tym..tasteless pasta with old nasty cheese. Shame on u guys..,1.0,
Left me speechless �� Officially the best! �� Loved it... �,5.0,
Food is great but service is slow as ��,5.0,
Tried their Chicken Cheese Delight burger and it was excellent.,5.0,
Just love it.... Very tasty & cheesey..... ������,5.0,
There was cheese There was bites There was malighba,5.0,
It was really awesome....enjoyed my �������,5.0,
"TRIED FRENCH FRIES WITH CHEESE , IT WAS REALLY DELICIOUS. RECOMMENDABLE. CARRY ON..",4.0,
�,1.0,
I'm just fan of their burgers... ��� Everything is too much okay or more than okay as needed... ���,5.0,
Great taste along with reasonable price.,,True
Great place for your friends and family to eat. Best food in cheap price.,,True
✔The Best pizza and Burger in old town and nice environment.. 👌,,True
Best,5.0,
"I am a foodie..So I have tasted many kinds of pizza.. Among these, Pizza Huntings pizza is best.. 😊",,True
https://m.facebook.com/story.php?story_fbid=2171827376439196&id=100008358641029,,True
order dilam ki r dilo ta ki.matro food panda apps theke 300 tk diye pizza order korlam.ak to chiken beef kisui silo na.tar upor basi. r ato sokto ki r bolbo.mood tai off hoye gese piza mukhe diya.thn purotai falaisi. a vabey na thokaley o parten,,False
"Yummy food,peaceful environment and my son too much enjoyed in this place.",5.0,
Became my most fav8 resturent.. Delucious food..nice environment.. well decorated..best place for kids.. all the best glorious resturent..,5.0,
"food was good & fresh, staffs are cordial enough. environment is little bit noisy because of the kids corner..otherwise it's good ��.",4.0,
nice place .testy food.friendly staff price level is very good.offers r to helpful,,True
"Nothing to say more, just wanna to say... It's a memorial place for me...�",4.0,
A very good place for family dinner....The food was also great....also great for celebrating any kind of party....,5.0,
"Decoration are very poor not like Chinese, food quality C' grade but serving style not bad. Anyway, should be more care about there food 🥘",2.0,
Food was hot and tasty..... I like it.... My kid also enjoy the kids corner...,4.0,
"Large space, ideal for any kind of party. Clean washroom and skilled staff.",4.0,
"Price is little high 4m others, and they pushed for order actually I don't like pushing...food quality not bad , serving is ok.",5.0,
"Price is little high 4m others, and they pushed for order actually I don't like pushing...food quality not bad , serving is ok.",2.0,
It's new restaurant with quality service. Food quality is good & Packages are cost saving.,4.0,
Good food good staff good environment. Will be coming again.,4.0,
Food is so yammy..��I love it..Behaviour is good and it's an awesome resturant...��,5.0,
"Worst taste, quality isn't standard, price high...",1.0,
There service are poor....there's chicken curry was not tested enough....they can't handle guest properly....,2.0,
"Food was awesome, well behave of each of all and gorgeous decorations.",5.0,
A nice place Nice environment Well decorated Good job � #glourious�,5.0,
"its vary good place n food quality good, next time I will come again.....",5.0,
I appreciate the way they treat guests. Well arrangements for kids.,3.0,
Standard food quality... And decoration are so nice...or staff was well behaved,5.0,
food is so yummy���. very well behaved.���.,5.0,
Not so much comfortable for site but food was ok...so 3star from me....,3.0,
Everything is very good.very neat n clean.delicious food.,4.0,
Awesome food....food test yummy n sevice is too good......,5.0,
"Its well decorated, but i think the food was costly then others. :-)",3.0,
"Very Good Service...besides,they have to work more to become better",4.0,
Food quality was excellent. Especially the szu salad.,5.0,
EVERYTHING IS GOOD. SPECIALLY I LIKED LARGE CHILDREN ZONE,5.0,
একটি পরিবারের মত ত্রিশালের যারা একত্রিত হয়েছিলাম সবার স্বতঃস্ফূর্ত অংশগ্রহণ ও আন্তরিকতা মুগ্ধ করার মতই ছিল। আশা করি এভাবেই যেন আমরা বার বার মিলিত হই। আর এ জন্যে যা যা করা দরকার সবাই মিলেমিশে একসাথেই করব। যারা এই আয়োজনে সার্বিকভাবে মূল্যবান সময় ও শ্রম দিয়ে স্বার্থক করেছেন তাদের সকলের প্রতি অনেক বেশি কৃতজ্ঞতা ।,3.0,
Food was excellent and the delivery was very quick <3 Best of luck :D,5.0,
খাবারের মান ও স্বাদ দু'টোই অতুলনীয়। �,5.0,
"সার্ভিস টা বেশি ভাল্লাগছে,,, টেস্ট - মোটামুটি... �",4.0,
"I used to love this place. Unfortunately, not anymore. They became rude. They became dishonest. They became very much unprofessional. If you order for take away - you will get badly baked or cooked food. If you complain, they will make you feel you are only person doing such complain. I don't know what happened, but they are not a good place anymore. If you don't want to destroy your good mood, your good time, please don't visit this place.",,False
Wieter behaviour is so bad And serving time to take so long After all its not good place for set menu They took 35/40 minutes to serve the items,,True
"Hands down, worst pasta I've ever eaten. I'd go one step further and say It's probably the worst fast food I've eaten ever. Pizzas found in Cha Birir tong with a price tag of 25 taka taste much better than this. I ordered a naga baked pasta. It had 70% rubber, 29.99% oil and 0.01% chicken. Not even a single molecule of cheese. Literally there was nothing that can resemble anything close to cheese. There were in total 3 microscopic pieces of chicken. Taste: 0/10... Price: -inf / 10 ( I was charged 239 taka for this piece of crap. ) I get that it can be hectic before iftar and quality of some items might fall. But what I was delivered, was simply garbage. Unless someone's dying of hunger, s/he dare not touch this abomination.",1.0,
"😣😖😖 worst taste ,worst service.",,False
"I went there today for the first time with my friend to try their pasta. Even before we got the food I got so mad and frustrated by the attitude of one of the waiters. I felt like we are getting paid to sit and wait and take their bullshit attitude. I'm sorry but horrible service and place. I'm pretty sure the owner doesn't know about this mismanagement, I hope he does and take some necessary actions against their service and the behaviors of the waiters.",1.0,
Went there for the first and last time. Environment 0/10. Old tables and polishes were coming off. AC was turned off. Service 2/10: staffs were not friendly and they don't seem to care about the customers Food 3/10: ordered naga pasta and naga chow mein. The pasta was the worse pasta I've ever eaten and it didn't have no spice and it was nowhere near to be called naga pasta . Took it as parcel as it was tasteless. After going home it was a rotten as they surely served bashi pasta. Giving 3 star rating because chow mein was a bit up to the mark. Horrible experience. Will never ever go there again.,,False
ajke hotat wife ke niye pasta state e gelam...cause we both like pasta states special chaomin and it was always yummy....BUT NOT TODAY.....ajke ami totally dissapointed....amra order korsilam special chaomin but amader ke ene dise chicken chaomin but amra bollam je amra toh special chaomin order disi then sha ta niye gese 5 min por amader order niye gese....then chaomin ta khawar por mone holo eta ki khailam.....amon lagtese pura bland kono noodles e sos dhaila diya dise aar kichu na....amon mone hocchilo le sheiI chicken chaomin tar upor just mosola mere diye dise....age jokhon khaitan sha ta te meat ar kaju badam vorpur thakto....kintu ajke ai duita jinish er kono ostitto e chilo na....REALLY DISSAPOINTED Pasta State,2.0,
worst service ever..... they are too much rude.... they should improve their behavior towards their customer..... even if the full restaurant is empty they don't serve food in time,,False
"Worst customer service ever,staffs are like Don with some attitudes.Very very disappointed several times with it.Please don't go there.They were not like this before,may be ARROGANCE dragged them here.And about the AC?Lol!Let's not say anything about this SHIT!!!",1.0,
Their service and food is so disgusting..quality of food is so bad..just waste of money😣,,False
"Well i have have visiting this place a lot for last one year but today they just ruined every interest. Probably i wont be coming here again. First of all AC does not work properly and no fan is there. Secondly management is not strong enough and the rules for entering smoking zone is absurd. The smoking zone was supposed to be off limits till iftar and half an hour before Magrib, some couple rushed inside taking their backs and plates and waiters were just standing still. Thirdly, it’s Ramadan and unlike other restaurants they dont serve their set meals, absolutely weird. And lastly, They served me drinks � 5 mins after Magrib Ajaan. -_-",1.0,
"their behavior is so rude. and the quality of food is just disgusting. we got hair in the food. but the waiter said"" that was not their fault"" even he did not say sorry to us",,True
"food is okay but the service is horrible! I don't get to pay for a place where I should stand attitude from a waiter! u guys should train ur waiters with proper manner and behavior. moreover, cleanliness is an important part! try to keep ur restaurant clean!",1.0,
First of all they must have change the staffs. They are not well mannered.,,False
"I was a regular customer here along with my friends...and we loved their pasta and service as well. But went today after 4-5months I guess... Worst service ever... The waiters are like Nawab... They don't pay attention, they don't listen... What the hell! ��",1.0,
excellent food must say,,True
Worst service ever. The place is really dirty. Open toilet. Loud music. Unprofessional waiters. Burnt food. No mannerisms. Only good thing about this place is the pastas are good and price is reasonable. The authority should look into the matter or this place would close soon.,1.0,
extremely bad pasta delivered to home...,,False
The food is moderate but the service of waiters were very bad.They act as if I was eating there for free.So as a self respecting man I won't recommend you going there even if it is the last place on Earth to eat!,2.0,
"bad service, don't waste your money",,False
Ordered Naga Bake Pasta-239/- Regular Bake Pasta- 239/- from Pasta State through Pathao. The taste was fine but quantity was not even enough for one person & they did not even provide their white sauce. :/ It's better to dine in rather than having take away.,1.0,
ফুডব্যাংকে ওদের একটা সেট মেনুর রিভিউ দেখে গেছিলাম পাস্তা স্টেটে.. তো ওয়েটার বলে এখন হবে না সেট মেনু. পিজ্জা পাস্তা চাওমিন হবে। তো বাধ্য হয়ে পাস্তা খেয়ে আসা লাগছে.তার কয়েকদিন পরে আবার গিয়ে তাদের সেম কথা। অফার ছিলো কিন্ত এভ্যেইলএভ্যেল না। আর ওদের ওয়েটার এর ভাব দেখলে মনে হয় তারাই মালিক!! এক কথায় প্রচন্ড ভাব আর কথার সাইজ ভালোনা.. আমি পারলে ১ স্টার ও দেই না ওদের,,False
"worst food, worst service, the waiters dont respond plus dey wont care wat u r saying, didnt get da drinks even after the azan, no sause for pizza, have to eat dat dry, if I could give negative rating,I will surely do that...",1.0,
manager ta khob kharap...boyder gae hat tole..,,True
"Bangladesh has finally struck oil at the bottom of their pasta bowls. No meat, no sauce, no cheese; just boiled pasta drenched with grease.",1.0,
Worst service ever !!! Even the inside environment is not good.. the behaviour of the waiters are worst i have ever seen !! They don’t even know how to say “sorry” or “no” if they don’t have any food item available in that time.,1.0,
One of the worst place! The behavior of the waiters were too much annoying! First they gave 2 pieces of tissue in our table! Then when we asked for more they gave us 4! Even they burnt the cheese of the cheesy French fries! We had to call the waiters for 3-4 times then they showed up! Never gonna come here again!,1.0,
"Khabar er maan onk khrp hoye gce , �rice set menu: quantity onnk kom toh chiloi plus protita item ee thanda chilo set menur... fry ta bujhai jacchilo onnk early fried chng kore dite bollam ogulai tel e dubiye abr dilo... �naga pasta:pasta’r flavour o nosto hoye gce plus mashroom,chicken er quantity o onnk kom... �drinks thandai chilo nah �r service? Jawar por 20mints por asche table clean krte and taro 10mints por order nise... garlic sauce o chilo nah abr khabar dce 45mint...s por... ek sthei order korsi but garlic mashroom sob sesh hobar por o 10mints lgce serve korte... � what happened to u guys? Emn kharap obostha hoice kn it used to be my favourite restaurant at a time... plz do something about it... emn hole r asbo nah... por por 2times emn hoilo amr sthe...���",2.0,
"Its taste good but the service of them horrible ,,actually they don't care about the service ,,but is average :)",2.0,
#dirty_place #bad_food #rude_behaviour I highly recommend not to go there people :),1.0,
Never going to visit the place again. Very dirty and rude behaviour. People avoid the place!,1.0,
worst service.. food quality is good but the place is so much disgusting..,1.0,
"I have odered MeatLover's Pasta & Four seasons pizza (s). This pizza when I tasted before was good but today its horrible. Can't eat a slice due to bad taste & thick crust. When I approached the manager to acknowledge the matter his attitude was too bad. Then we started pasta, it was not tht much good. After a while when I said to give the Garlic sauce, they replied tht its Empty in their stock...So Horrible. Even manager hadn't take any action against it. I am just too fru...strate about this issue of the manager... Please Resolve This issue ASAP for the sake of your own.. THANK YOU",2.0,
"Worst place I had ever gone. Their service is really bad. I ordered food and wait 40 minuets, later i called the waiter and knew they didn’t take our order. They don’t even response how ridiculous.........",1.0,
Service not good. Waiters will make you frustrated. AC not working. Tables are not clean. Wont go there again.,1.0,
Took meat lovers pasta. Worst pasta I’ve ever tasted!,1.0,
"� গত রাতে গিয়েছিলাম Pasta State Dhanmondi তে। হাতে সময় ছিল না এবং বাচ্চাকাচ্চা নিয়ে অবস্থাও ছিল না যে অন্য কোথাও যাবো; তা না হলে অমন জায়গায় সময়-টাকা খরচ করে খাওয়ার কোন মানেই হয় না... �রঙচটা নোংরা সোফা ও চেয়ার দেখেই মনে হলো অন্যের ফেলে দেয়া জিনিস তুলে এনেছে!!! �চারিদিকে কেমন যেন অপরিচ্ছন্ন একটা অনুভুতি... নোংরা ওয়াশরুম �এবার আসি খানাপিনা তে - দুই ধরনের পিজ্জা খেলাম কিন্তু সাদ ও গন্ধ একই...কোন পার্থক্য বুঝলাম না!! �পাস্তা আর স্পেশাল চাওমিন কোনরকম...... �কোক সেভেনআপ প্লাস্টিক বোতল থেকে গ্লাস এ দেয় �মিন্ট ড্রিংক দুইটার সাদ, গন্ধ ও রঙ দুই ধরনের... বলার পর বদলে দিয়েছে কিন্তু যে লাঊ সেই কদু :( � পরিশেষেঃ ভালো কিছুই পেলাম না ! সময় অর্থ শ্রম সবই অপচয় � আমরা সবাই খুব হতাশ হয়েছি...",1.0,
"Service quality atotai faltu bolar opekhkha rakhena. Ora table chair clean rakhena. R shobcheye faltu jeta sheita holo ora customer k value deyena, kheyal korena customer kon kotha ta bolse. Waiter gulo faltu ekekta. Faltu place pasta state...",1.0,
আপনারা ব্যাবসা বন্ধ করে দেন নইতো প্রপার্লি করেন মেনুতে দিয়ে রেখেছেন কিন্তু সেট মেনু একদিন ও পাইনা তেমন কোন কাস্টমার ও নাই এই ব্যাপার টা পাস্তা স্টেইটে মানতে পারিনা ম্যানেজমেন্ট কে আছে একটু গুরুত্ব দেন নয়তো আমাদের মত কাস্টমার গুলো আর যাবেনা। তবে কালো টিসার্ট পরা ছেলে গুলা ভালো ছিল। এর জন্য ২* দিলাম।,2.0,
"dui bar gesi disappoint hote hoi nai..food quantity,quality and service perfect ..nt bad...environment little bit crowdy..its oka�",4.0,
Such a worst taste of food and the waiters are so irresponsible !,1.0,
"AC coverage khub e baje cilo, waiters gula trained na and khub olosh, they behaved like amra okhane gieci bole they r irritated.plates, spoons, forks, knifess were greasy.",2.0,
"Food was delicious specially Pizza ( Four Season and Mexican Hot ) and also the Chicken Chow Mein,,, we spent a wonderful evening in there,, Thank qqq so much the staff of Pasta State,, they are really helpful... We love this place so much...",5.0,
"Too oily , no difference in taste between Naga bake pasta and Italian bake pasta ... The bowl and plates were broken ... Never going back",1.0,
Very Rude behavior . Pasta not up to expectation . Wouldn't go there a second time,1.0,
Full of faltu service. Food overall good but their service is tooooo much poor. Always music sound is very high. Manager vocal too much loud.,1.0,
"We tried special baked pasta, Thai thick soup and blood orange mocktail. All of these were জঘন্য। Surprised to see their rating here!",1.0,
"Pura foul marka service, kisu waiter er behaving khub baje! food was good but 40 min por asche! �",2.0,
I would say one of the worst service! Food quality is not good as well. Wasted money and time ( delayed for 50 minutes). Will never be there.,1.0,
Worst service. Food is not good. Waiters are not well behaved. In one word disgusting.,1.0,
Worst service ever. Waitergula nobab ek ekta. Rastar pasher bhaater hotel o emon nongra thakena. Chair/sofagula porjonto moyla chilo. >:( Food was average.,1.0,
টাকা দিয়ে আবর্জনা খাইতে চাইলে বেস্ট দোকান এটা। মিট লাভারস পাস্তা নিছিলাম। মিটের ম ও নাই। পাস্তা তে কোন চিজ ছিল না কত গুলা কাদার মত ময়দা ছিটানো ছিল। এত বাজে পাস্তা আমি জীবনে খাই নাই। আমরা ৩৪ জন সবাই পাস্তা অরডার করছিলাম তাদের এসি কাজ করে না। ভিতরে এত গরম যে ঘামে গোসল করে ফেলেছি। মাহে রমজানের মাঝে এত কষ্ট পাইলাম ফ্রি তে।,1.0,
Pasta was good but their service was beyond horrible.,2.0,
"Bad behaviour with customer, food quality not good",1.0,
Never going again lol,1.0,
ব্যবহার ও পরিচ্ছন্নতার দিক দিয়ে অনেক সমস্যা রয়েছে।,1.0,
I liked the food,4.0,
They should change their staff.,1.0,
Worse pasta ever . Item : Naga Baked Pasta. Teste : 5/10 I had waste half of it.,1.0,
